1, 704.0000000000
2, 679.0000000000
3, 715.0000000000
4, 677.0000000000
5, 676.0000000000
6, 676.0000000000
7, 677.0000000000
8, 676.0000000000
9, 704.0000000000
10, 676.0000000000
11, 677.0000000000
12, 676.0000000000
13, 676.0000000000
14, 702.0000000000
15, 677.0000000000
16, 676.0000000000
17, 677.0000000000
18, 676.0000000000
19, 676.0000000000
20, 699.0000000000
21, 677.0000000000
22, 676.0000000000
23, 676.0000000000
24, 677.0000000000
25, 695.0000000000
26, 676.0000000000
27, 676.0000000000
28, 676.0000000000
29, 676.0000000000
30, 676.0000000000
31, 694.0000000000
32, 677.0000000000
33, 676.0000000000
34, 676.0000000000
35, 676.0000000000
36, 677.0000000000
37, 142.0000000000
38, 376.0000000000
39, 375.0000000000
40, 376.0000000000
41, 376.0000000000
42, 376.0000000000
43, 881.0000000000
44, 376.0000000000
45, 376.0000000000
46, 375.0000000000
47, 376.0000000000
48, 376.0000000000
49, 376.0000000000
50, 376.0000000000
51, 375.0000000000
52, 376.0000000000
53, 375.0000000000
54, 392.0000000000
55, 376.0000000000
56, 376.0000000000
57, 376.0000000000
58, 375.0000000000
59, 376.0000000000
60, 376.0000000000
61, 376.0000000000
62, 376.0000000000
63, 376.0000000000
64, 391.0000000000
65, 376.0000000000
66, 376.0000000000
67, 376.0000000000
68, 376.0000000000
69, 376.0000000000
70, 375.0000000000
71, 376.0000000000
72, 375.0000000000
73, 376.0000000000
74, 391.0000000000
75, 376.0000000000
76, 375.0000000000
77, 376.0000000000
78, 376.0000000000
79, 376.0000000000
80, 376.0000000000
81, 375.0000000000
82, 376.0000000000
83, 376.0000000000
84, 389.0000000000
85, 376.0000000000
86, 375.0000000000
87, 375.0000000000
88, 375.0000000000
89, 376.0000000000
90, 375.0000000000
91, 376.0000000000
92, 375.0000000000
93, 376.0000000000
94, 389.0000000000
95, 375.0000000000
96, 376.0000000000
97, 375.0000000000
98, 376.0000000000
99, 376.0000000000
100, 376.0000000000
101, 375.0000000000
102, 376.0000000000
103, 375.0000000000
104, 394.0000000000
105, 376.0000000000
106, 375.0000000000
107, 376.0000000000
108, 376.0000000000
109, 375.0000000000
110, 376.0000000000
111, 376.0000000000
112, 375.0000000000
113, 376.0000000000
114, 390.0000000000
115, 376.0000000000
116, 375.0000000000
117, 376.0000000000
118, 376.0000000000
119, 375.0000000000
120, 376.0000000000
121, 375.0000000000
122, 376.0000000000
