1, 282.99999999999852207111
2, 261.99999999999835154085
3, 260.00000000000329691829
4, 259.99999999999636202119
5, 259.00000000000227373675
6, 259.99999999999636202119
7, 297.99999999999965893949
8, 260.00000000000329691829
9, 259.99999999999636202119
10, 260.00000000000329691829
11, 259.99999999999636202119
12, 260.00000000000329691829
13, 260.00000000000329691829
14, 259.99999999999636202119
15, 259.00000000000227373675
16, 259.99999999999636202119
17, 260.00000000000329691829
18, 259.99999999999636202119
19, 259.99999999999636202119
20, 259.00000000000227373675
21, 259.99999999999636202119
22, 301.00000000000267164069
23, 259.99999999999636202119
24, 260.00000000000329691829
25, 259.99999999999636202119
26, 260.00000000000329691829
27, 259.00000000000227373675
28, 259.99999999999636202119
29, 260.00000000000329691829
30, 259.99999999999636202119
31, 260.00000000000329691829
32, 260.00000000000329691829
33, 259.99999999999636202119
34, 260.00000000000329691829
35, 259.99999999999636202119
36, 280.00000000000244426701
37, 260.99999999999732835931
38, 260.00000000000329691829
39, 260.00000000000329691829
40, 259.00000000000227373675
41, 260.00000000000329691829
42, 260.00000000000329691829
43, 259.99999999999636202119
44, 260.00000000000329691829
45, 260.00000000000329691829
46, 259.99999999999636202119
47, 259.00000000000227373675
48, 259.99999999999636202119
49, 259.00000000000227373675
50, 259.00000000000227373675
51, 279.99999999999550936991
52, 260.00000000000329691829
53, 259.99999999999636202119
54, 260.00000000000329691829
55, 260.00000000000329691829
56, 259.99999999999636202119
57, 260.00000000000329691829
58, 259.99999999999636202119
59, 259.99999999999636202119
60, 260.00000000000329691829
61, 259.99999999999636202119
62, 260.00000000000329691829
63, 260.00000000000329691829
64, 259.99999999999636202119
65, 278.00000000000045474735
66, 260.00000000000329691829
67, 259.99999999999636202119
68, 260.00000000000329691829
69, 260.00000000000329691829
70, 259.99999999999636202119
71, 259.00000000000227373675
72, 259.00000000000227373675
73, 258.99999999999533883965
74, 260.00000000000329691829
75, 258.99999999999533883965
76, 259.00000000000227373675
77, 259.00000000000227373675
78, 259.99999999999636202119
79, 260.00000000000329691829
80, 275.99999999999846522769
81, 259.99999999999636202119
82, 259.00000000000227373675
83, 273.00000000000238742359
84, 259.99999999999636202119
85, 260.00000000000329691829
86, 258.99999999999533883965
87, 260.00000000000329691829
88, 260.00000000000329691829
89, 259.99999999999636202119
90, 260.00000000000329691829
91, 259.99999999999636202119
92, 260.00000000000329691829
93, 260.00000000000329691829
94, 274.99999999999744204615
95, 258.99999999999533883965
96, 260.00000000000329691829
97, 260.00000000000329691829
98, 259.99999999999636202119
99, 260.00000000000329691829
100, 259.99999999999636202119
101, 260.00000000001023181539
102, 259.99999999999636202119
103, 258.99999999999533883965
104, 260.00000000001023181539
105, 259.99999999999636202119
106, 258.99999999999533883965
107, 259.00000000000920863386
108, 259.99999999999636202119
109, 272.99999999999545252649
110, 259.99999999999636202119
111, 260.00000000001023181539
112, 258.99999999999533883965
113, 258.99999999999533883965
114, 259.99999999999636202119
115, 259.99999999999636202119
116, 259.00000000000920863386
117, 258.99999999999533883965
118, 258.99999999999533883965
119, 259.99999999999636202119
120, 258.99999999999533883965
121, 258.99999999999533883965
122, 259.00000000000920863386
123, 272.99999999999545252649
124, 258.99999999999533883965
125, 259.00000000000920863386
126, 259.99999999999636202119
127, 259.99999999999636202119
128, 259.00000000000920863386
129, 258.99999999999533883965
130, 259.99999999999636202119
131, 260.00000000001023181539
132, 258.99999999999533883965
133, 259.99999999999636202119
134, 259.00000000000920863386
135, 258.99999999999533883965
136, 259.99999999999636202119
137, 260.00000000001023181539
138, 278.00000000000045474735
139, 259.99999999999636202119
140, 296.00000000000460431693
141, 259.99999999999636202119
142, 259.00000000000920863386
143, 273.99999999999647570803
144, 258.99999999999533883965
145, 259.00000000000920863386
146, 259.99999999999636202119
147, 259.99999999999636202119
148, 260.00000000001023181539
149, 259.99999999999636202119
150, 259.99999999999636202119
151, 260.00000000001023181539
152, 274.99999999999744204615
153, 258.99999999999533883965
154, 259.00000000000920863386
155, 259.99999999999636202119
156, 259.99999999999636202119
157, 260.00000000001023181539
158, 258.99999999999533883965
159, 259.99999999999636202119
160, 260.00000000001023181539
161, 259.99999999999636202119
162, 259.99999999999636202119
163, 259.00000000000920863386
164, 258.99999999999533883965
165, 258.99999999999533883965
166, 259.00000000000920863386
167, 259.99999999999636202119
168, 259.99999999999636202119
169, 259.99999999999636202119
170, 260.00000000001023181539
171, 258.99999999999533883965
172, 258.99999999999533883965
173, 259.00000000000920863386
174, 259.99999999999636202119
175, 259.99999999999636202119
176, 260.00000000001023181539
177, 258.99999999999533883965
178, 258.99999999999533883965
179, 259.99999999999636202119
180, 259.99999999999636202119
181, 275.99999999999846522769
182, 260.00000000001023181539
183, 258.99999999999533883965
184, 258.99999999999533883965
185, 260.00000000001023181539
186, 258.99999999999533883965
187, 258.99999999999533883965
188, 260.00000000001023181539
189, 258.99999999999533883965
190, 258.99999999999533883965
191, 260.00000000001023181539
192, 258.99999999999533883965
193, 258.99999999999533883965
194, 259.00000000000920863386
195, 259.99999999999636202119
196, 273.99999999999647570803
197, 260.00000000001023181539
198, 258.99999999999533883965
199, 258.99999999999533883965
200, 259.00000000000920863386
201, 259.99999999999636202119
202, 258.99999999999533883965
203, 259.00000000000920863386
204, 272.99999999999545252649
205, 258.99999999999533883965
206, 259.00000000000920863386
207, 259.99999999999636202119
208, 259.00000000000920863386
209, 258.99999999999533883965
210, 273.99999999999647570803
211, 258.99999999999533883965
212, 259.00000000000920863386
213, 259.99999999999636202119
214, 259.99999999999636202119
215, 258.99999999999533883965
